,tweet,Cleaned_tweet,POS_tagged,Lemma,stemming
2645,"""Memperbaiki citra itu dengan kinerja. Bukan dengan teknik2 komunikasi rendahan. Kalau kinerja bagus, pasti citra juga bagus.  buat apa membuat tagar #PolriSesuaiProsedur jika kalian terus Denial terhadap kasus kekerasan seksual yg sekarang terjadi #PercumaLaporPolisi", memperbaiki citra itu dengan kinerja bukan dengan teknik komunikasi rendahan kalau kinerja bagus pasti citra juga bagus buat apa membuat tagar polrisesuaiprosedur jika kalian terus denial terhadap kasus kekerasan seksual yg sekarang terjadi percumalaporpolisi,"[('memperbaiki', 'n'), ('citra', 'n'), ('kinerja', None), ('teknik', None), ('komunikasi', None), ('rendahan', None), ('kinerja', None), ('bagus', None), ('citra', 'a'), ('bagus', 'n'), ('tagar', 'n'), ('polrisesuaiprosedur', 'n'), ('denial', 'a'), ('kekerasan', 'v'), ('seksual', 'a'), ('yg', 'n'), ('percumalaporpolisi', 'n')]",  memperbaiki citra kinerja teknik komunikasi rendahan kinerja bagus citra bagus tagar polrisesuaiprosedur denial kekerasan seksual yg percumalaporpolisi,baik citra kerja teknik komunikasi rendah kerja bagus citra bagus tagar polrisesuaiprosedur denial keras seksual yg percumalaporpolisi
2646,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
2647,"Kalo gua perhatiin #PercumaLaporPolisi bisa jadi gerakan pasive masyarakat kita yang ujung-ujungnya bakal bikin Negara kita chaos. Polisi yang ga becus dan kesannya mempersulit + Masyarakat yang gamau ambil pusing, alhasil tngkat Kriminalitas bisa meningkat, bahaya ini kedepannya",kalo gua perhatiin percumalaporpolisi bisa jadi gerakan pasive masyarakat kita yang ujung ujungnya bakal bikin negara kita chaos polisi yang ga becus dan kesannya mempersulit masyarakat yang gamau ambil pusing alhasil tngkat kriminalitas bisa meningkat bahaya ini kedepannya,"[('kalo', 'n'), ('gua', 'n'), ('perhatiin', 'n'), ('percumalaporpolisi', 'n'), ('gerakan', 'a'), ('pasive', 'a'), ('masyarakat', 'n'), ('ujung', 'n'), ('ujungnya', 'a'), ('bikin', 'n'), ('negara', 'n'), ('chaos', 'n'), ('polisi', 'n'), ('ga', 'n'), ('becus', 'n'), ('kesannya', 'n'), ('mempersulit', 'n'), ('masyarakat', 'n'), ('gamau', 'n'), ('ambil', None), ('pusing', 'v'), ('alhasil', 'a'), ('tngkat', 'n'), ('kriminalitas', 'n'), ('meningkat', 'a'), ('bahaya', 'n'), ('kedepannya', 'n')]",  kalo gua perhatiin percumalaporpolisi gerakan pasive masyarakat ujung ujungnya bikin negara chaos polisi ga becus kesannya mempersulit masyarakat gamau ambil pusing alhasil tngkat kriminalitas meningkat bahaya kedepannya,kalo gua perhatiin percumalaporpolisi gera pasive masyarakat ujung ujung bikin negara chaos polisi ga becus kesan sulit masyarakat gamau ambil pusing alhasil tngkat kriminalitas tingkat bahaya depan
2648,@tempodotco Yg brigjen aja bentar lagi tersangka apalagi kang cireng. asudahlah #PercumaLaporPolisi itu.. berharap Tuhan dengar hambaNya yg teraniaya.. 😊, tempodotco yg brigjen aja bentar lagi tersangka apalagi kang cireng asudahlah percumalaporpolisi itu berharap tuhan dengar hambanya yg teraniaya ,"[('tempodotco', 'n'), ('yg', 'n'), ('brigjen', 'n'), ('aja', 'n'), ('bentar', 'n'), ('tersangka', 'n'), ('kang', 'v'), ('cireng', 'a'), ('asudahlah', 'n'), ('percumalaporpolisi', 'n'), ('berharap', 'n'), ('tuhan', 'n'), ('dengar', 'n'), ('hambanya', 'n'), ('yg', 'n'), ('teraniaya', 'n')]",  tempodotco yg brigjen aja bentar tersangka kang cireng asudahlah percumalaporpolisi berharap tuhan dengar hambanya yg teraniaya,tempodotco yg brigjen aja bentar sangka kang cireng asudahlah percumalaporpolisi harap tuhan dengar hamba yg aniaya
2649,Bukanya dari dulu y #PercumaLaporPolisi,bukanya dari dulu y percumalaporpolisi,"[('bukanya', 'n'), ('y', 'n'), ('percumalaporpolisi', 'n')]",  bukanya y percumalaporpolisi,buka y percumalaporpolisi
2650,"It appears that the Indonesian police used an opposing hashtag to counter the trending topic hashtag #PercumaLaporPolisi (It's useless to report to the police). The rough translation of the opposing hashtag is ""Police has acted accordingly to the procedure"".",it appears that the indonesian police used an opposing hashtag to counter the trending topic hashtag percumalaporpolisi it s useless to report to the police the rough translation of the opposing hashtag is police has acted accordingly to the procedure ,"[('it', None), ('appears', 'v'), ('that', None), ('the', None), ('indonesian', 'a'), ('police', 'n'), ('used', 'v'), ('an', None), ('opposing', 'v'), ('hashtag', 'n'), ('to', None), ('counter', 'v'), ('the', None), ('trending', 'n'), ('topic', 'n'), ('hashtag', 'n'), ('percumalaporpolisi', 'n'), ('it', None), ('s', 'v'), ('useless', 'a'), ('to', None), ('report', 'v'), ('to', None), ('the', None), ('police', 'n'), ('the', None), ('rough', 'a'), ('translation', 'n'), ('of', None), ('the', None), ('opposing', 'v'), ('hashtag', 'n'), ('is', 'v'), ('police', 'n'), ('has', 'v'), ('acted', 'v'), ('accordingly', 'r'), ('to', None), ('the', None), ('procedure', 'n')]",  it appear that the indonesian police use an oppose hashtag to counter the trending topic hashtag percumalaporpolisi it s useless to report to the police the rough translation of the oppose hashtag be police have act accordingly to the procedure,it appear that the indonesian police use an oppose hashtag to counter the trending topic hashtag percumalaporpolisi it s useless to report to the police the rough translation of the oppose hashtag be police have act accordingly to the procedure
2651,Jujur kalo misalnya di Indonesia ini ada agensi swasta yang melayani kasus-kasus menyalahi hukum maka saya akan memilih agensi tersebut dari pada polisi meskipun harus bayar itu lebih baik daripada menumpuk harapan yang tidak jelas.  #PercumaLaporPolisi,jujur kalo misalnya di indonesia ini ada agensi swasta yang melayani kasus kasus menyalahi hukum maka saya akan memilih agensi tersebut dari pada polisi meskipun harus bayar itu lebih baik daripada menumpuk harapan yang tidak jelas percumalaporpolisi,"[('jujur', 'n'), ('kalo', 'n'), ('indonesia', 'n'), ('agensi', 'n'), ('swasta', 'n'), ('melayani', 'n'), ('menyalahi', 'n'), ('hukum', 'n'), ('memilih', 'n'), ('agensi', 'n'), ('polisi', 'n'), ('bayar', 'n'), ('menumpuk', 'n'), ('harapan', 'n'), ('percumalaporpolisi', 'v')]",  jujur kalo indonesia agensi swasta melayani menyalahi hukum memilih agensi polisi bayar menumpuk harapan percumalaporpolisi,jujur kalo indonesia agens swasta layan salah hukum pilih agens polisi bayar tumpuk harap percumalaporpolisi
2652,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
2653,#percumalaporpolisi  https://t.co/B1FIporfZ9, percumalaporpolisi ,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
2654,Sampai orang yang kena musibah gini aja udah enggan lapor. Polisi ga pernah intropeksi apa ya emangnya? #PercumaLaporPolisi,sampai orang yang kena musibah gini aja udah enggan lapor polisi ga pernah intropeksi apa ya emangnya percumalaporpolisi,"[('orang', 'n'), ('kena', 'n'), ('musibah', 'n'), ('gini', 'n'), ('aja', 'n'), ('udah', 'a'), ('enggan', 'a'), ('lapor', 'n'), ('polisi', 'n'), ('ga', 'n'), ('intropeksi', 'n'), ('ya', 'n'), ('emangnya', 'n'), ('percumalaporpolisi', 'n')]",  orang kena musibah gini aja udah enggan lapor polisi ga intropeksi ya emangnya percumalaporpolisi,orang kena musibah gin aja udah enggan lapor polisi ga intropeksi emang percumalaporpolisi
2655,"Malah pada jadi buzzer dengan tagar #PolriSesuaiProsedur, atau memang tagar #PercumaLaporPolisi cukup meresahkan ya ?",malah pada jadi buzzer dengan tagar polrisesuaiprosedur atau memang tagar percumalaporpolisi cukup meresahkan ya ,"[('buzzer', 'n'), ('tagar', 'n'), ('polrisesuaiprosedur', 'n'), ('tagar', 'n'), ('percumalaporpolisi', 'n'), ('meresahkan', 'n'), ('ya', 'n')]",  buzzer tagar polrisesuaiprosedur tagar percumalaporpolisi meresahkan ya,buzzer tagar polrisesuaiprosedur tagar percumalaporpolisi resah
2656,#PercumaLaporPolisi  https://t.co/IuqmtH8frp, percumalaporpolisi ,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
2657,ok bro but #PercumaLaporPolisi,ok bro but percumalaporpolisi,"[('ok', 'a'), ('bro', 'n'), ('but', None), ('percumalaporpolisi', 'n')]",  ok bro but percumalaporpolisi,bro but percumalaporpolisi
2658,#percumalaporpolisi  https://t.co/y75opqLufm, percumalaporpolisi ,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
2659,@txtdrpemerintah #percumalaporpolisi #gapercumakaloadaduit, txtdrpemerintah percumalaporpolisi gapercumakaloadaduit,"[('txtdrpemerintah', 'n'), ('percumalaporpolisi', 'n'), ('gapercumakaloadaduit', 'n')]",  txtdrpemerintah percumalaporpolisi gapercumakaloadaduit,txtdrpemerintah percumalaporpolisi gapercumakaloadaduit
2660,"Viral Tagar #PercumaLaporPolisi, IPW Minta Kapolri Listyo Sigit Gagas Bersih-bersih di Reserse  https://t.co/emCDgZFcya",viral tagar percumalaporpolisi ipw minta kapolri listyo sigit gagas bersih bersih di reserse ,"[('viral', 'a'), ('tagar', 'n'), ('percumalaporpolisi', 'n'), ('ipw', 'n'), ('kapolri', 'n'), ('listyo', 'n'), ('sigit', 'n'), ('gagas', 'n'), ('bersih', 'n'), ('bersih', 'n'), ('reserse', 'n')]",  viral tagar percumalaporpolisi ipw kapolri listyo sigit gagas bersih bersih reserse,viral tagar percumalaporpolisi ipw kapolri listyo sigit gagas bersih bersih reserse
2661,@txtdrpemerintah #PercumaLaporPolisi, txtdrpemerintah percumalaporpolisi,"[('txtdrpemerintah', 'n'), ('percumalaporpolisi', 'n')]",  txtdrpemerintah percumalaporpolisi,txtdrpemerintah percumalaporpolisi
2662,@txtdrpemerintah #PercumaLaporPolisi, txtdrpemerintah percumalaporpolisi,"[('txtdrpemerintah', 'n'), ('percumalaporpolisi', 'n')]",  txtdrpemerintah percumalaporpolisi,txtdrpemerintah percumalaporpolisi
2663,"@tempodotco #PercumaLaporPolisi makin trending kl begini? Harusnya polisi instrospeksi diri, ngaca...eh..", tempodotco percumalaporpolisi makin trending kl begini harusnya polisi instrospeksi diri ngaca eh ,"[('tempodotco', 'n'), ('percumalaporpolisi', 'n'), ('trending', 'v'), ('kl', 'n'), ('polisi', 'n'), ('instrospeksi', 'n'), ('ngaca', 'n'), ('eh', 'n')]",  tempodotco percumalaporpolisi trend kl polisi instrospeksi ngaca eh,tempodotco percumalaporpolisi trend kl polisi instrospeksi ngaca eh
2664,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
2665,@sep_colin @DivHumas_Polri #PercumaLaporPolisi, sep colin divhumas polri percumalaporpolisi,"[('sep', 'n'), ('colin', 'n'), ('divhumas', 'n'), ('polri', 'n'), ('percumalaporpolisi', 'n')]",  sep colin divhumas polri percumalaporpolisi,sep colin divhumas polri percumalaporpolisi
2666,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
2667,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
2668,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
2669,@txtdrpemerintah #PercumaLaporPolisi ingetpun kalo pas di selidiki ternyata yg nabrak orang tajir mlintir juga bakal kicep gak jadi nerusin penyelidikanya, txtdrpemerintah percumalaporpolisi ingetpun kalo pas di selidiki ternyata yg nabrak orang tajir mlintir juga bakal kicep gak jadi nerusin penyelidikanya,"[('txtdrpemerintah', 'n'), ('percumalaporpolisi', 'n'), ('ingetpun', 'n'), ('kalo', None), ('pas', 'n'), ('selidiki', 'n'), ('yg', 'n'), ('nabrak', 'n'), ('orang', 'n'), ('tajir', 'n'), ('mlintir', 'n'), ('kicep', 'n'), ('gak', 'n'), ('nerusin', 'n'), ('penyelidikanya', 'n')]",  txtdrpemerintah percumalaporpolisi ingetpun kalo pa selidiki yg nabrak orang tajir mlintir kicep gak nerusin penyelidikanya,txtdrpemerintah percumalaporpolisi ingetpun kalo pa selidik yg nabrak orang tajir mlintir kicep gak nerusin penyelidikanya
2670,Jadi tersangka ketika membela diri. Bukan maeeeen!!!  #PercumaLaporPolisi  https://t.co/5h2yk1nX86,jadi tersangka ketika membela diri bukan maeeeen percumalaporpolisi ,"[('tersangka', 'n'), ('membela', 'n'), ('maeeeen', 'n'), ('percumalaporpolisi', 'n')]",  tersangka membela maeeeen percumalaporpolisi,sangka bela maeeeen percumalaporpolisi
2671,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
2672,Aku sih ga pernah kena perkara #PercumaLaporPolisi  Tp ya waktu itu lapornya bareng2 mantan jendeal kopasus sih jd ga percuma,aku sih ga pernah kena perkara percumalaporpolisi tp ya waktu itu lapornya bareng mantan jendeal kopasus sih jd ga percuma,"[('sih', 'n'), ('ga', 'n'), ('kena', 'n'), ('perkara', 'n'), ('percumalaporpolisi', 'n'), ('tp', 'n'), ('ya', 'n'), ('lapornya', 'n'), ('bareng', 'n'), ('mantan', 'a'), ('jendeal', 'n'), ('kopasus', 'n'), ('sih', 'n'), ('jd', 'n'), ('ga', 'n')]",  sih ga kena perkara percumalaporpolisi tp ya lapornya bareng mantan jendeal kopasus sih jd ga,sih ga kena perkara percumalaporpolisi tp lapor bareng mantan jendeal kopasus sih jd ga
2673,"@tempodotco Kepercayaan itu berat brader, kalau sudah sering curang dan khianat susah mengembalikannya Jadi paham ya kenapa #PercumaLaporPolisi", tempodotco kepercayaan itu berat brader kalau sudah sering curang dan khianat susah mengembalikannya jadi paham ya kenapa percumalaporpolisi,"[('tempodotco', 'n'), ('kepercayaan', 'n'), ('berat', 'n'), ('brader', 'n'), ('curang', 'a'), ('khianat', 'n'), ('susah', 'n'), ('mengembalikannya', 'n'), ('paham', 'n'), ('ya', 'n'), ('percumalaporpolisi', 'n')]",  tempodotco kepercayaan berat brader curang khianat susah mengembalikannya paham ya percumalaporpolisi,tempodotco percaya berat brader curang khianat susah paham percumalaporpolisi
2674,"Apa polisi di Zimbabwe ga malu sama stigma masyarakat soal mereka, ya? Memang #PercumaLaporPolisi di Zimbabwe.  https://t.co/FmpDyWlspe",apa polisi di zimbabwe ga malu sama stigma masyarakat soal mereka ya memang percumalaporpolisi di zimbabwe ,"[('polisi', 'n'), ('zimbabwe', 'n'), ('ga', 'n'), ('malu', 'n'), ('stigma', 'n'), ('masyarakat', 'n'), ('ya', 'n'), ('percumalaporpolisi', 'n'), ('zimbabwe', 'n')]",  polisi zimbabwe ga malu stigma masyarakat ya percumalaporpolisi zimbabwe,polisi zimbabwe ga malu stigma masyarakat percumalaporpolisi zimbabwe
2675,"Ibarat loe kehilangan kambing, jual sapi untuk prosesnya #PercumaLaporPolisi",ibarat loe kehilangan kambing jual sapi untuk prosesnya percumalaporpolisi,"[('loe', 'n'), ('kehilangan', 'v'), ('kambing', 'v'), ('jual', 'a'), ('sapi', 'n'), ('prosesnya', 'n'), ('percumalaporpolisi', 'n')]",  loe kehilangan kambing jual sapi prosesnya percumalaporpolisi,loe hilang kambing jual sapi proses percumalaporpolisi
2676,"@ardibhironx Tetap harus lapor penegak hukum yang legal dan diselesaikan sesuai hukuman yang layak. Kalo main hakim sendiri, gak ada bedanya kita dengan dia. Tapiii, opini ini pasti banyak yang ga setuju. Apalagi #PercumaLaporPolisi lagi rame.", ardibhironx tetap harus lapor penegak hukum yang legal dan diselesaikan sesuai hukuman yang layak kalo main hakim sendiri gak ada bedanya kita dengan dia tapiii opini ini pasti banyak yang ga setuju apalagi percumalaporpolisi lagi rame ,"[('ardibhironx', 'a'), ('lapor', 'n'), ('penegak', 'n'), ('hukum', 'n'), ('legal', 'a'), ('diselesaikan', 'n'), ('sesuai', 'n'), ('hukuman', 'n'), ('layak', 'n'), ('kalo', 'n'), ('main', 'a'), ('hakim', 'n'), ('gak', 'n'), ('bedanya', 'n'), ('tapiii', 'n'), ('opini', 'n'), ('ga', 'n'), ('setuju', 'n'), ('percumalaporpolisi', 'n'), ('rame', 'n')]",  ardibhironx lapor penegak hukum legal diselesaikan sesuai hukuman layak kalo main hakim gak bedanya tapiii opini ga setuju percumalaporpolisi rame,ardibhironx lapor tegak hukum legal selesai sesuai hukum layak kalo main hakim gak beda tapiii opini ga tuju percumalaporpolisi rame
2677,Politisi PDI Perjuangan Kota Bogor Atty Somaddikarya menanggapi tagar #PercumaLaporPolisi yang menjadi trending di Media Sosial (medsos) akhir-akhir ini.   https://t.co/kqS8hddh8s #pdiperjuangan,politisi pdi perjuangan kota bogor atty somaddikarya menanggapi tagar percumalaporpolisi yang menjadi trending di media sosial medsos akhir akhir ini pdiperjuangan,"[('politisi', 'n'), ('pdi', 'n'), ('perjuangan', 'a'), ('kota', 'a'), ('bogor', 'n'), ('atty', 'r'), ('somaddikarya', 'a'), ('menanggapi', 'n'), ('tagar', 'n'), ('percumalaporpolisi', 'n'), ('trending', 'v'), ('media', 'n'), ('sosial', 'a'), ('medsos', 'n'), ('pdiperjuangan', 'n')]",  politisi pdi perjuangan kota bogor atty somaddikarya menanggapi tagar percumalaporpolisi trend medium sosial medsos pdiperjuangan,politis pdi juang kota bogor atty somaddikarya tanggap tagar percumalaporpolisi trend medium sosial medsos pdiperjuangan
2678,"@studywith_ari @txtdrpemerintah Bukan dipersulit, tp tdk dikerjakan krn tdk menguntungkan malah ngrepotin mrk jd males. #PercumaLaporPolisi", studywith ari txtdrpemerintah bukan dipersulit tp tdk dikerjakan krn tdk menguntungkan malah ngrepotin mrk jd males percumalaporpolisi,"[('studywith', 'n'), ('ari', 'n'), ('txtdrpemerintah', 'n'), ('dipersulit', 'n'), ('tp', 'n'), ('tdk', 'n'), ('krn', 'n'), ('tdk', 'n'), ('menguntungkan', 'n'), ('ngrepotin', 'n'), ('mrk', 'n'), ('jd', 'n'), ('males', 'n'), ('percumalaporpolisi', 'v')]",  studywith ari txtdrpemerintah dipersulit tp tdk krn tdk menguntungkan ngrepotin mrk jd male percumalaporpolisi,studywith ari txtdrpemerintah sulit tp tdk krn tdk untung ngrepotin mrk jd male percumalaporpolisi
2679,"@HumasPoldaJatim Pak Kapolri sudah lihat vt dengan hastag #PercumaLaporPolisi? Selamat berjuang Pak, kita hanya bisa bantu doakan. Tolong SOP dipertegas 🙏 @DivHumas_Polri", humaspoldajatim pak kapolri sudah lihat vt dengan hastag percumalaporpolisi selamat berjuang pak kita hanya bisa bantu doakan tolong sop dipertegas divhumas polri,"[('humaspoldajatim', 'n'), ('kapolri', 'n'), ('lihat', None), ('vt', 'v'), ('hastag', 'a'), ('percumalaporpolisi', 'n'), ('selamat', 'n'), ('berjuang', 'n'), ('bantu', 'n'), ('doakan', 'n'), ('tolong', 'a'), ('sop', 'n'), ('dipertegas', 'n'), ('divhumas', 'n'), ('polri', 'n')]",  humaspoldajatim kapolri lihat vt hastag percumalaporpolisi selamat berjuang bantu doakan tolong sop dipertegas divhumas polri,humaspoldajatim kapolri lihat vt hastag percumalaporpolisi selamat juang bantu doa sop tegas divhumas polri
2680,@tatoeba943_ @coketju @Begallsepeda @txtdrpemerintah Sayangnya realita ga sejalan. Klo lapor dan opolis ada motivasi utk jalan tanpa embel2 viral ato 💵 mah bagus  #PercumaLaporPolisi, tatoeba coketju begallsepeda txtdrpemerintah sayangnya realita ga sejalan klo lapor dan opolis ada motivasi utk jalan tanpa embel viral ato mah bagus percumalaporpolisi,"[('tatoeba', 'n'), ('coketju', 'n'), ('begallsepeda', 'n'), ('txtdrpemerintah', 'n'), ('sayangnya', 'n'), ('realita', 'n'), ('ga', 'n'), ('sejalan', 'n'), ('klo', 'v'), ('lapor', 'a'), ('opolis', None), ('motivasi', 'n'), ('utk', 'a'), ('jalan', 'n'), ('embel', 'a'), ('viral', 'a'), ('ato', 'n'), ('mah', 'n'), ('bagus', 'n'), ('percumalaporpolisi', 'n')]",  tatoeba coketju begallsepeda txtdrpemerintah sayangnya realita ga sejalan klo lapor opolis motivasi utk jalan embel viral ato mah bagus percumalaporpolisi,tatoeba coketju begallsepeda txtdrpemerintah sayang realita ga jalan klo lapor opolis motivasi utk jalan embel viral ato mah bagus percumalaporpolisi
2681,"""terima kasih atas kritik dan masukanya hingga muncul tagar #PercumaLaporPolisi, kedepannya kami evaluasi dan menjamin POLRI akan lebih responsif terhadap laporan masyarakat, bila ada oknum yg meminta duit videokan lalu laporkan ke kami""  BUKAN MALAH ADU TAGAR!!", terima kasih atas kritik dan masukanya hingga muncul tagar percumalaporpolisi kedepannya kami evaluasi dan menjamin polri akan lebih responsif terhadap laporan masyarakat bila ada oknum yg meminta duit videokan lalu laporkan ke kami bukan malah adu tagar ,"[('terima', 'n'), ('kasih', 'n'), ('kritik', 'v'), ('masukanya', 'n'), ('muncul', 'n'), ('tagar', 'n'), ('percumalaporpolisi', 'n'), ('kedepannya', 'n'), ('evaluasi', 'v'), ('menjamin', 'n'), ('polri', 'n'), ('responsif', 'n'), ('laporan', 'v'), ('masyarakat', 'a'), ('oknum', 'n'), ('yg', 'n'), ('duit', 'n'), ('videokan', 'n'), ('laporkan', 'a'), ('adu', 'n'), ('tagar', 'n')]",  terima kasih kritik masukanya muncul tagar percumalaporpolisi kedepannya evaluasi menjamin polri responsif laporan masyarakat oknum yg duit videokan laporkan adu tagar,terima kasih kritik masukanya muncul tagar percumalaporpolisi depan evaluasi jamin polri responsif lapor masyarakat oknum yg duit video lapor adu tagar
