,tweet,Cleaned_tweet,POS_tagged,Lemma,stemming
4775,"#PercumaLaporPolisi  melayani yanx bayar Mengayomi yang viral  Viral bergerak,lapor kena pajak   Baikcumandidepankamera", percumalaporpolisi melayani yanx bayar mengayomi yang viral viral bergerak lapor kena pajak baikcumandidepankamera,"[('percumalaporpolisi', 'n'), ('melayani', 'n'), ('yanx', 'n'), ('bayar', 'n'), ('mengayomi', 'n'), ('viral', 'a'), ('viral', 'a'), ('bergerak', 'n'), ('lapor', 'n'), ('kena', 'n'), ('pajak', 'n'), ('baikcumandidepankamera', 'n')]",  percumalaporpolisi melayani yanx bayar mengayomi viral viral bergerak lapor kena pajak baikcumandidepankamera,percumalaporpolisi layan yanx bayar ayom viral viral gerak lapor kena pajak baikcumandidepankamera
4776,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
4777,"Antara Aku, kamu dan dia Jangan diangggap sepele Malas mau pakai Tokopedia  Bisa pakai Bukalapak / Shopeee  Macbook Air 2015 MJVM2 11 inch Mulus dan Fullset (416) Detailnya klik  https://t.co/7FyFkrxxft   #PercumaLaporPolisi Tidur #macbookair #macbookpro #imac #macpro #apple  https://t.co/GfM9073xcQ",antara aku kamu dan dia jangan diangggap sepele malas mau pakai tokopedia bisa pakai bukalapak shopeee macbook air mjvm inch mulus dan fullset detailnya klik percumalaporpolisi tidur macbookair macbookpro imac macpro apple ,"[('diangggap', 'n'), ('sepele', 'n'), ('malas', 'n'), ('pakai', 'a'), ('tokopedia', 'n'), ('pakai', 'n'), ('bukalapak', 'n'), ('shopeee', 'n'), ('macbook', 'n'), ('air', 'n'), ('mjvm', None), ('inch', 'n'), ('mulus', None), ('fullset', 'n'), ('detailnya', 'n'), ('klik', 'n'), ('percumalaporpolisi', 'n'), ('tidur', 'n'), ('macbookair', 'n'), ('macbookpro', None), ('imac', 'a'), ('macpro', None), ('apple', 'n')]",  diangggap sepele malas pakai tokopedia pakai bukalapak shopeee macbook air mjvm inch mulus fullset detailnya klik percumalaporpolisi tidur macbookair macbookpro imac macpro apple,diangggap sepele malas pakai tokopedia pakai bukalapak shopeee macbook air mjvm inch mulus fullset detail klik percumalaporpolisi tidur macbookair macbookpro imac macpro apple
4778,"jadi inget setahun lalu, #PercumaLaporPolisi",jadi inget setahun lalu percumalaporpolisi,"[('inget', 'n'), ('setahun', 'n'), ('percumalaporpolisi', 'n')]",  inget setahun percumalaporpolisi,inget tahun percumalaporpolisi
4779,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
4780,"Pernah di tilang di daerah arjuno Surabaya, polisinya bilang disuruh sidang tilang, tapi klo mau cepet bisa diwakilin dg bayar 50rb, gw jawab ""bapak tadi nyuruh saya sidang, yaudah sidang aja ngapain nawarin biar cepet"". Eh malah mengamok gebrakin stang motor #PercumaLaporPolisi",pernah di tilang di daerah arjuno surabaya polisinya bilang disuruh sidang tilang tapi klo mau cepet bisa diwakilin dg bayar rb gw jawab bapak tadi nyuruh saya sidang yaudah sidang aja ngapain nawarin biar cepet eh malah mengamok gebrakin stang motor percumalaporpolisi,"[('tilang', 'n'), ('daerah', 'n'), ('arjuno', 'n'), ('surabaya', 'n'), ('polisinya', 'n'), ('bilang', 'n'), ('disuruh', 'n'), ('sidang', 'n'), ('tilang', 'n'), ('klo', 'n'), ('cepet', 'n'), ('diwakilin', 'n'), ('dg', 'n'), ('bayar', 'n'), ('rb', 'n'), ('gw', 'n'), ('nyuruh', 'a'), ('sidang', 'n'), ('yaudah', 'n'), ('sidang', 'n'), ('aja', 'n'), ('ngapain', 'n'), ('nawarin', 'a'), ('biar', 'n'), ('cepet', 'n'), ('eh', 'n'), ('mengamok', 'n'), ('gebrakin', 'n'), ('stang', 'n'), ('motor', 'n'), ('percumalaporpolisi', 'n')]",  tilang daerah arjuno surabaya polisinya bilang disuruh sidang tilang klo cepet diwakilin dg bayar rb gw nyuruh sidang yaudah sidang aja ngapain nawarin biar cepet eh mengamok gebrakin stang motor percumalaporpolisi,tilang daerah arjuno surabaya polisi bilang suruh sidang tilang klo cepet diwakilin dg bayar rb gw nyuruh sidang yaudah sidang aja ngapain nawarin biar cepet eh mengamok gebrakin stang motor percumalaporpolisi
4781,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
4782,"Polisi Indonesia yg bener cuma satu, Pak Babin... #PercumaLaporPolisi",polisi indonesia yg bener cuma satu pak babin percumalaporpolisi,"[('polisi', 'n'), ('indonesia', 'n'), ('yg', 'n'), ('bener', 'n'), ('babin', 'n'), ('percumalaporpolisi', 'n')]",  polisi indonesia yg bener babin percumalaporpolisi,polisi indonesia yg bener babin percumalaporpolisi
4783,"ya ditindaklanjutin doang,tapi dituntaskan gak #PercumaLaporPolisi",ya ditindaklanjutin doang tapi dituntaskan gak percumalaporpolisi,"[('ya', 'n'), ('ditindaklanjutin', 'n'), ('doang', 'n'), ('dituntaskan', 'n'), ('gak', 'n'), ('percumalaporpolisi', 'n')]",  ya ditindaklanjutin doang dituntaskan gak percumalaporpolisi,ditindaklanjutin doang tuntas gak percumalaporpolisi
4784,"Negara ini sedang menunggu kehadiran ""Bruce Wayne"" sebagai The Dark Knight membasmi penjahat tanpa isilop #PercumaLaporPolisi",negara ini sedang menunggu kehadiran bruce wayne sebagai the dark knight membasmi penjahat tanpa isilop percumalaporpolisi,"[('negara', 'r'), ('menunggu', 'n'), ('kehadiran', 'n'), ('bruce', 'n'), ('wayne', None), ('the', None), ('dark', 'n'), ('knight', 'v'), ('membasmi', 'n'), ('penjahat', None), ('isilop', 'n'), ('percumalaporpolisi', 'n')]",  negara menunggu kehadiran bruce wayne the dark knight membasmi penjahat isilop percumalaporpolisi,negara tunggu hadir bruce wayne the dark knight basmi jahat isilop percumalaporpolisi
4785,"Gua pernah laka tunggal, motor gua ditahan ama polisi dan minta tebusan... apes 2 kali gua... #PercumaLaporPolisi",gua pernah laka tunggal motor gua ditahan ama polisi dan minta tebusan apes kali gua percumalaporpolisi,"[('gua', 'n'), ('laka', 'a'), ('tunggal', 'a'), ('motor', 'n'), ('gua', 'n'), ('ditahan', 'n'), ('ama', 'n'), ('polisi', 'n'), ('tebusan', 'a'), ('apes', 'n'), ('kali', 'v'), ('gua', 'a'), ('percumalaporpolisi', 'n')]",  gua laka tunggal motor gua ditahan ama polisi tebusan ape kali gua percumalaporpolisi,gua laka tunggal motor gua tahan ama polisi tebus ape kali gua percumalaporpolisi
4786,Sekarang setiap ada masalah masyarakat lebh ke... vidieo di sebar viral di hujat di bully  Minta  https://t.co/lc0qcTbJ9n materai  Dah kelar wez  #PercumaLaporPolisi,sekarang setiap ada masalah masyarakat lebh ke vidieo di sebar viral di hujat di bully minta materai dah kelar wez percumalaporpolisi,"[('masyarakat', 'n'), ('lebh', 'n'), ('vidieo', 'n'), ('sebar', 'n'), ('viral', 'a'), ('hujat', 'n'), ('bully', 'r'), ('materai', 'n'), ('dah', 'n'), ('kelar', 'a'), ('wez', 'n'), ('percumalaporpolisi', 'n')]",  masyarakat lebh vidieo sebar viral hujat bully materai dah kelar wez percumalaporpolisi,masyarakat lebh vidieo sebar viral hujat bully materai dah kelar wez percumalaporpolisi
4787,"@okyzet @tvOneNews Gratis nder. Kalau nanti ada oknum yg pungli langsung maki maki aja, karena lapor pun ga bakal digubris #PercumaLaporPolisi  https://t.co/QSID5rANDc", okyzet tvonenews gratis nder kalau nanti ada oknum yg pungli langsung maki maki aja karena lapor pun ga bakal digubris percumalaporpolisi ,"[('okyzet', 'a'), ('tvonenews', 'n'), ('gratis', 'n'), ('nder', 'n'), ('oknum', 'n'), ('yg', 'n'), ('pungli', 'n'), ('langsung', 'n'), ('maki', 'n'), ('maki', 'n'), ('aja', 'n'), ('lapor', 'n'), ('ga', 'n'), ('digubris', 'n'), ('percumalaporpolisi', 'n')]",  okyzet tvonenews gratis nder oknum yg pungli langsung maki maki aja lapor ga digubris percumalaporpolisi,okyzet tvonenews gratis nder oknum yg pungli langsung maki maki aja lapor ga gubris percumalaporpolisi
4788,Tagar ini belum goyah juga dari singgasana #trendingtopic tanah air.   #PercumaLaporPolisi,tagar ini belum goyah juga dari singgasana trendingtopic tanah air percumalaporpolisi,"[('tagar', 'n'), ('goyah', 'n'), ('singgasana', 'n'), ('trendingtopic', 'n'), ('tanah', 'n'), ('air', 'n'), ('percumalaporpolisi', 'n')]",  tagar goyah singgasana trendingtopic tanah air percumalaporpolisi,tagar goyah singgasana trendingtopic tanah air percumalaporpolisi
4789,"hashtag #PercumaLaporPolisi bukti kalo kerja polisi emang layak diacungin kontol, bukannya introspeksi malah counter attack make buzzer, mana pandemi ini pendidikannya onlen🤣 polisi yg kerjanya bener cuma pak hoegeng sama polisi tidur doang kayaknya mah, eh sama yg di tv deng ya",hashtag percumalaporpolisi bukti kalo kerja polisi emang layak diacungin kontol bukannya introspeksi malah counter attack make buzzer mana pandemi ini pendidikannya onlen polisi yg kerjanya bener cuma pak hoegeng sama polisi tidur doang kayaknya mah eh sama yg di tv deng ya,"[('hashtag', 'n'), ('percumalaporpolisi', 'n'), ('bukti', 'n'), ('kalo', 'n'), ('kerja', 'n'), ('polisi', 'n'), ('emang', 'n'), ('layak', 'n'), ('diacungin', 'n'), ('kontol', 'n'), ('introspeksi', 'n'), ('counter', 'n'), ('attack', 'n'), ('make', 'v'), ('buzzer', 'n'), ('pandemi', 'n'), ('pendidikannya', 'n'), ('onlen', 'v'), ('polisi', 'a'), ('yg', 'n'), ('kerjanya', 'n'), ('bener', 'n'), ('hoegeng', 'n'), ('polisi', 'n'), ('tidur', 'n'), ('doang', 'n'), ('kayaknya', 'v'), ('mah', 'a'), ('eh', 'a'), ('yg', 'n'), ('tv', 'n'), ('deng', 'n'), ('ya', 'n')]",  hashtag percumalaporpolisi bukti kalo kerja polisi emang layak diacungin kontol introspeksi counter attack make buzzer pandemi pendidikannya onlen polisi yg kerjanya bener hoegeng polisi tidur doang kayaknya mah eh yg tv deng ya,hashtag percumalaporpolisi bukti kalo kerja polisi emang layak diacungin kontol introspeksi counter attack make buzzer pandemi didik onlen polisi yg kerja bener hoegeng polisi tidur doang kayak mah eh yg tv deng
4790,Tagar #PercumaLaporPolisi Trending,tagar percumalaporpolisi trending,"[('tagar', 'n'), ('percumalaporpolisi', 'n'), ('trending', 'v')]",  tagar percumalaporpolisi trend,tagar percumalaporpolisi trend
4791,"@jeje_jildhuz @okyzet @tvOneNews @DivHumas_Polri Bro, lupa? #PercumaLaporPolisi wkwk percuma ngadu juga ga bakal ditindaklanjuti", jeje jildhuz okyzet tvonenews divhumas polri bro lupa percumalaporpolisi wkwk percuma ngadu juga ga bakal ditindaklanjuti,"[('jeje', 'n'), ('jildhuz', 'n'), ('okyzet', 'a'), ('tvonenews', 'n'), ('divhumas', 'v'), ('polri', 'a'), ('bro', 'n'), ('lupa', 'n'), ('percumalaporpolisi', 'n'), ('wkwk', 'n'), ('ngadu', 'a'), ('ga', 'n'), ('ditindaklanjuti', 'n')]",  jeje jildhuz okyzet tvonenews divhumas polri bro lupa percumalaporpolisi wkwk ngadu ga ditindaklanjuti,jeje jildhuz okyzet tvonenews divhumas polri bro lupa percumalaporpolisi wkwk ngadu ga ditindaklanjuti
4792,oh ini tho yg lagi rame #PercumaLaporPolisi,oh ini tho yg lagi rame percumalaporpolisi,"[('oh', None), ('tho', 'n'), ('yg', 'n'), ('rame', 'n'), ('percumalaporpolisi', 'n')]",  oh tho yg rame percumalaporpolisi,tho yg rame percumalaporpolisi
4793,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
4794,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
4795,Ada apa ini jendral???@#PercumaLaporPolisi,ada apa ini jendral percumalaporpolisi,"[('jendral', 'a'), ('percumalaporpolisi', 'n')]",  jendral percumalaporpolisi,jendral percumalaporpolisi
4796,#PercumaLaporPolisi #PercumaLaporPolisi, percumalaporpolisi percumalaporpolisi,"[('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  percumalaporpolisi percumalaporpolisi,percumalaporpolisi percumalaporpolisi
4797,"One in a million 😬 kasian bet polisi baik ketutup ama ""oknum"" yg justru banyak merepresentasikan tag #PercumaLaporPolisi",one in a million kasian bet polisi baik ketutup ama oknum yg justru banyak merepresentasikan tag percumalaporpolisi,"[('one', None), ('in', None), ('a', None), ('million', None), ('kasian', 'a'), ('bet', 'n'), ('polisi', 'n'), ('ketutup', 'n'), ('ama', 'n'), ('oknum', 'n'), ('yg', 'n'), ('merepresentasikan', 'n'), ('tag', 'n'), ('percumalaporpolisi', 'n')]",  one in a million kasian bet polisi ketutup ama oknum yg merepresentasikan tag percumalaporpolisi,one in a million kasi bet polisi tutup ama oknum yg representasi tag percumalaporpolisi
4798,"Kalo tenaga kesehatan sering dibilang tidak ramah, tidak punya empati, tidak peka, tidak ada inisiatif menghadapi pasien, begitu juga dengan pelayanan publik dari Pemerintahan sampe Polisi.   Jadi ya masalah ini mengakar.  #PercumaLaporPolisi",kalo tenaga kesehatan sering dibilang tidak ramah tidak punya empati tidak peka tidak ada inisiatif menghadapi pasien begitu juga dengan pelayanan publik dari pemerintahan sampe polisi jadi ya masalah ini mengakar percumalaporpolisi,"[('kalo', 'n'), ('tenaga', 'n'), ('kesehatan', 'v'), ('dibilang', 'n'), ('ramah', 'n'), ('empati', 'v'), ('peka', 'n'), ('inisiatif', 'n'), ('menghadapi', 'n'), ('pasien', 'n'), ('pelayanan', 'a'), ('publik', 'n'), ('pemerintahan', 'n'), ('sampe', 'n'), ('polisi', 'n'), ('ya', 'n'), ('mengakar', 'n'), ('percumalaporpolisi', 'n')]",  kalo tenaga kesehatan dibilang ramah empati peka inisiatif menghadapi pasien pelayanan publik pemerintahan sampe polisi ya mengakar percumalaporpolisi,kalo tenaga sehat bilang ramah empati peka inisiatif hadap pasien layan publik perintah sampe polisi akar percumalaporpolisi
4799,"We have not heard any comments from the number one police officer, Kapolri, despite all the commotions distrusting his institution. Maybe that's the litmus test answering this hastag #PercumaLaporPolisi",we have not heard any comments from the number one police officer kapolri despite all the commotions distrusting his institution maybe that s the litmus test answering this hastag percumalaporpolisi,"[('we', None), ('have', 'v'), ('not', 'r'), ('heard', 'v'), ('any', None), ('comments', 'n'), ('from', None), ('the', None), ('number', 'n'), ('one', None), ('police', 'n'), ('officer', 'n'), ('kapolri', 'v'), ('despite', None), ('all', None), ('the', None), ('commotions', 'n'), ('distrusting', 'v'), ('his', None), ('institution', 'n'), ('maybe', 'r'), ('that', None), ('s', 'v'), ('the', None), ('litmus', 'a'), ('test', 'n'), ('answering', 'v'), ('this', None), ('hastag', 'n'), ('percumalaporpolisi', 'n')]",  we have not hear any comment from the number one police officer kapolri despite all the commotion distrust his institution maybe that s the litmus test answer this hastag percumalaporpolisi,we have not hear any comment from the number one police officer kapolri despite all the commotion distrust his institution maybe that s the litmus test answer this hastag percumalaporpolisi
4800,Ada hashtag #PercumaLaporPolisi. Apa Polisi gak Malu?,ada hashtag percumalaporpolisi apa polisi gak malu ,"[('hashtag', 'n'), ('percumalaporpolisi', 'n'), ('polisi', 'n'), ('gak', 'n'), ('malu', 'n')]",  hashtag percumalaporpolisi polisi gak malu,hashtag percumalaporpolisi polisi gak malu
4801,"Anggarannya aja besar, hasilnya cm melayani penguasa dan cukong...#PercumaLaporPolisi",anggarannya aja besar hasilnya cm melayani penguasa dan cukong percumalaporpolisi,"[('anggarannya', 'n'), ('aja', 'n'), ('hasilnya', 'n'), ('cm', 'n'), ('melayani', 'n'), ('penguasa', 'n'), ('cukong', 'n'), ('percumalaporpolisi', 'n')]",  anggarannya aja hasilnya cm melayani penguasa cukong percumalaporpolisi,anggar aja hasil cm layan kuasa cukong percumalaporpolisi
4802,@projectm_org #PercumaLaporPolisi, projectm org percumalaporpolisi,"[('projectm', 'n'), ('org', 'n'), ('percumalaporpolisi', 'n')]",  projectm org percumalaporpolisi,projectm org percumalaporpolisi
4803,@TirtoID #PercumaLaporPolisi, tirtoid percumalaporpolisi,"[('tirtoid', 'n'), ('percumalaporpolisi', 'n')]",  tirtoid percumalaporpolisi,tirtoid percumalaporpolisi
4804,Ya Allah sedih bacanya...   #PercumaLaporPolisi,ya allah sedih bacanya percumalaporpolisi,"[('ya', 'n'), ('allah', 'n'), ('sedih', 'n'), ('bacanya', 'n'), ('percumalaporpolisi', 'n')]",  ya allah sedih bacanya percumalaporpolisi,allah sedih baca percumalaporpolisi
4805,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
4806,@txtdrimedia #PercumaLaporPolisi, txtdrimedia percumalaporpolisi,"[('txtdrimedia', 'n'), ('percumalaporpolisi', 'n')]",  txtdrimedia percumalaporpolisi,txtdrimedia percumalaporpolisi
4807,"Percuma Lapor Polisi  Polisi adalah instrumen penegak hukum, tidak ada yang percuma membuat laporan ke polisi.   #PercumaLaporPolisi   https://t.co/yTFJbm42Kv",percuma lapor polisi polisi adalah instrumen penegak hukum tidak ada yang percuma membuat laporan ke polisi percumalaporpolisi ,"[('lapor', 'n'), ('polisi', 'n'), ('polisi', 'n'), ('instrumen', 'n'), ('penegak', 'v'), ('hukum', 'a'), ('laporan', 'v'), ('polisi', 'n'), ('percumalaporpolisi', 'n')]",  lapor polisi polisi instrumen penegak hukum laporan polisi percumalaporpolisi,lapor polisi polisi instrumen tegak hukum lapor polisi percumalaporpolisi
4808,Once again #PercumaLaporPolisi,once again percumalaporpolisi,"[('once', 'r'), ('again', 'r'), ('percumalaporpolisi', 'v')]",  once again percumalaporpolisi,once again percumalaporpolisi
4809,@bowpraa @tubirfess hadeh #PercumaLaporPolisi, bowpraa tubirfess hadeh percumalaporpolisi,"[('bowpraa', 'n'), ('tubirfess', 'n'), ('hadeh', 'n'), ('percumalaporpolisi', 'n')]",  bowpraa tubirfess hadeh percumalaporpolisi,bowpraa tubirfess hadeh percumalaporpolisi
4810,#PercumaLaporPolisi kalo nggak ada duitnya, percumalaporpolisi kalo nggak ada duitnya,"[('percumalaporpolisi', 'n'), ('kalo', 'n'), ('nggak', None), ('duitnya', 'n')]",  percumalaporpolisi kalo nggak duitnya,percumalaporpolisi kalo duit
4811,"#PercumaLaporPolisi Ada apa dengan perumahan Villa Pinola Residence di Jalan  Arteri (Jl. Jamin Ginting, persis didepan SPBU Arteri) di Kota Tanjungbalai, Prov. Sumatera Utara.sejak 2016, pembangunan dibatalkan oleh pihak developer, dan tidak ada pengembalian DP.", percumalaporpolisi ada apa dengan perumahan villa pinola residence di jalan arteri jl jamin ginting persis didepan spbu arteri di kota tanjungbalai prov sumatera utara sejak pembangunan dibatalkan oleh pihak developer dan tidak ada pengembalian dp ,"[('percumalaporpolisi', 'n'), ('perumahan', None), ('villa', 'n'), ('pinola', 'n'), ('residence', 'n'), ('jalan', 'n'), ('arteri', 'v'), ('jl', 'n'), ('jamin', 'n'), ('ginting', 'v'), ('persis', 'n'), ('didepan', 'n'), ('spbu', 'n'), ('arteri', 'n'), ('kota', 'n'), ('tanjungbalai', 'n'), ('prov', 'n'), ('sumatera', 'n'), ('utara', 'a'), ('pembangunan', 'n'), ('dibatalkan', 'n'), ('developer', 'n'), ('pengembalian', 'a'), ('dp', 'n')]",  percumalaporpolisi perumahan villa pinola residence jalan arteri jl jamin ginting persis didepan spbu arteri kota tanjungbalai prov sumatera utara pembangunan dibatalkan developer pengembalian dp,percumalaporpolisi rumah villa pola residence jalan arteri jl jamin ginting persis depan spbu arteri kota tanjungbalai prov sumatera utara bangun batal developer dp
4812,Ternyata di indo ga kalah kejam dgn italia/korea. dari pict di bawah ini memang benar adanya dari sudut pandangku sendiri. #PercumaLaporPolisi  https://t.co/rq8NyhB1Sd,ternyata di indo ga kalah kejam dgn italia korea dari pict di bawah ini memang benar adanya dari sudut pandangku sendiri percumalaporpolisi ,"[('indo', 'a'), ('ga', 'n'), ('kalah', 'n'), ('kejam', 'n'), ('dgn', 'n'), ('italia', 'v'), ('korea', 'n'), ('pict', 'n'), ('sudut', 'n'), ('pandangku', 'n'), ('percumalaporpolisi', 'n')]",  indo ga kalah kejam dgn italia korea pict sudut pandangku percumalaporpolisi,indo ga kalah kejam dgn italia korea pict sudut pandang percumalaporpolisi
4813,"Yap ini kelihatan sepele dan ""ngapaaaain sih"" tapi setidaknya Damkar selalu meresponse setiap laporan &amp; nggak pernah bilang ""Yah gitu aja dilapor, urusmi sendiri""   #PercumaLaporPolisi",yap ini kelihatan sepele dan ngapaaaain sih tapi setidaknya damkar selalu meresponse setiap laporan amp nggak pernah bilang yah gitu aja dilapor urusmi sendiri percumalaporpolisi,"[('yap', 'n'), ('sepele', 'n'), ('ngapaaaain', 'n'), ('sih', 'n'), ('damkar', 'n'), ('meresponse', 'n'), ('laporan', 'n'), ('amp', 'n'), ('nggak', 'a'), ('bilang', 'n'), ('yah', 'n'), ('gitu', 'n'), ('aja', 'n'), ('dilapor', 'n'), ('urusmi', 'a'), ('percumalaporpolisi', 'n')]",  yap sepele ngapaaaain sih damkar meresponse laporan amp nggak bilang yah gitu aja dilapor urusmi percumalaporpolisi,yap sepele ngapaaaain sih damkar meresponse lapor amp bilang yah gitu aja lapor urusmi percumalaporpolisi
4814,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
4815,UUD (Ujung-Ujungnya Duit) pasti dipalak dah !! #PercumaLaporPolisi #PercumaLaporPolisi #PercumaLaporPolisi,uud ujung ujungnya duit pasti dipalak dah percumalaporpolisi percumalaporpolisi percumalaporpolisi,"[('uud', 'a'), ('ujung', 'a'), ('ujungnya', 'a'), ('duit', 'n'), ('dipalak', 'n'), ('dah', 'n'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  uud ujung ujungnya duit dipalak dah percumalaporpolisi percumalaporpolisi percumalaporpolisi,uud ujung ujung duit palak dah percumalaporpolisi percumalaporpolisi percumalaporpolisi
4816,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
4817,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
4818,#PercumaLaporPolisi ... gak percuma kalo situ artis 🙏, percumalaporpolisi gak percuma kalo situ artis ,"[('percumalaporpolisi', 'n'), ('gak', 'n'), ('kalo', 'n'), ('situ', 'n'), ('artis', 'n')]",  percumalaporpolisi gak kalo situ artis,percumalaporpolisi gak kalo situ artis
4819,pedagang korban preman pasar gambir jd tersangka? #PercumaLaporPolisi,pedagang korban preman pasar gambir jd tersangka percumalaporpolisi,"[('pedagang', 'n'), ('korban', 'n'), ('preman', 'n'), ('pasar', 'n'), ('gambir', 'n'), ('jd', 'n'), ('tersangka', 'n'), ('percumalaporpolisi', 'n')]",  pedagang korban preman pasar gambir jd tersangka percumalaporpolisi,dagang korban preman pasar gambir jd sangka percumalaporpolisi
4820,"Jujur gw banyak pengalaman lapor polisi dan menurut gw yg paling bobrok itu di Kantor Polsek,gila oknum nya sekantor wkwk.Cuma gmna ya sekarang dikit2 UU ITE mau cerita lebih banyak jadi takut wkwk. #PercumaLaporPolisi",jujur gw banyak pengalaman lapor polisi dan menurut gw yg paling bobrok itu di kantor polsek gila oknum nya sekantor wkwk cuma gmna ya sekarang dikit uu ite mau cerita lebih banyak jadi takut wkwk percumalaporpolisi,"[('jujur', 'n'), ('gw', 'n'), ('pengalaman', 'n'), ('lapor', 'v'), ('polisi', 'a'), ('gw', 'n'), ('yg', 'n'), ('bobrok', 'n'), ('kantor', 'n'), ('polsek', 'n'), ('gila', 'n'), ('oknum', 'n'), ('nya', 'a'), ('sekantor', 'n'), ('wkwk', 'n'), ('gmna', 'n'), ('ya', 'n'), ('dikit', 'a'), ('uu', 'a'), ('ite', 'n'), ('cerita', 'n'), ('takut', 'n'), ('wkwk', 'n'), ('percumalaporpolisi', 'n')]",  jujur gw pengalaman lapor polisi gw yg bobrok kantor polsek gila oknum nya sekantor wkwk gmna ya dikit uu ite cerita takut wkwk percumalaporpolisi,jujur gw alam lapor polisi gw yg bobrok kantor polsek gila oknum nya kantor wkwk gmna dikit uu ite cerita takut wkwk percumalaporpolisi
4821,Selamat pagi di negri losss horr Jangan lupa bernapas.  #PercumaLaporPolisi,selamat pagi di negri losss horr jangan lupa bernapas percumalaporpolisi,"[('selamat', 'n'), ('pagi', 'n'), ('negri', 'a'), ('losss', 'n'), ('horr', 'n'), ('lupa', 'a'), ('bernapas', 'n'), ('percumalaporpolisi', 'n')]",  selamat pagi negri loss horr lupa bernapas percumalaporpolisi,selamat pagi negri loss horr lupa napas percumalaporpolisi
4822,percumah #PercumaLaporPolisi,percumah percumalaporpolisi,"[('percumah', 'n'), ('percumalaporpolisi', 'n')]",  percumah percumalaporpolisi,percumah percumalaporpolisi
4823,"Bener2 deeeeh.. 🤣🤣🤣 Tapi polisi juga manusia. Dan manusia Indonesia terkenal julit dan paling takut 'dimanfaatin' sampe banyak yang jadi orang yg sangat tidak bermanfaat  Jadi masalah #PercumaLaporPolisi itu adalah cermin, polisinya gitu karena rakyatnya juga ga membenahi diri",bener deeeeh tapi polisi juga manusia dan manusia indonesia terkenal julit dan paling takut dimanfaatin sampe banyak yang jadi orang yg sangat tidak bermanfaat jadi masalah percumalaporpolisi itu adalah cermin polisinya gitu karena rakyatnya juga ga membenahi diri,"[('bener', 'n'), ('deeeeh', 'n'), ('polisi', 'n'), ('manusia', 'n'), ('manusia', 'n'), ('indonesia', 'a'), ('terkenal', 'a'), ('julit', 'n'), ('takut', 'n'), ('dimanfaatin', 'n'), ('sampe', 'n'), ('orang', 'n'), ('yg', 'n'), ('bermanfaat', 'n'), ('percumalaporpolisi', 'n'), ('cermin', 'n'), ('polisinya', 'n'), ('gitu', 'n'), ('rakyatnya', 'n'), ('ga', 'n'), ('membenahi', 'n')]",  bener deeeeh polisi manusia manusia indonesia terkenal julit takut dimanfaatin sampe orang yg bermanfaat percumalaporpolisi cermin polisinya gitu rakyatnya ga membenahi,bener deeeeh polisi manusia manusia indonesia kenal julit takut dimanfaatin sampe orang yg manfaat percumalaporpolisi cermin polisi gitu rakyat ga benah
4824,#PercumaLaporPolisi pasti UUD.hahaha, percumalaporpolisi pasti uud hahaha,"[('percumalaporpolisi', 'n'), ('uud', 'a'), ('hahaha', 'n')]",  percumalaporpolisi uud hahaha,percumalaporpolisi uud hahaha
4825,Sepertinya akan menjadi evaluasi kinerja dari yg sudah baik menjadi lebih baik #PercumaLaporPolisi jadi trending topic. Next ada aplikasi yang memantau LP dari pelapor via aplikasi,sepertinya akan menjadi evaluasi kinerja dari yg sudah baik menjadi lebih baik percumalaporpolisi jadi trending topic next ada aplikasi yang memantau lp dari pelapor via aplikasi,"[('evaluasi', 'n'), ('kinerja', 'n'), ('yg', 'n'), ('percumalaporpolisi', 'n'), ('trending', 'v'), ('topic', 'n'), ('next', None), ('aplikasi', 'n'), ('memantau', 'n'), ('lp', 'n'), ('pelapor', 'n'), ('via', None), ('aplikasi', 'n')]",  evaluasi kinerja yg percumalaporpolisi trend topic next aplikasi memantau lp pelapor via aplikasi,evaluasi kerja yg percumalaporpolisi trend topic next aplikasi pantau lp lapor via aplikasi
